"AccusedMasterID","CaseMasterID","AccusedName","AgeYear","GenderID","PersonID"
"21551","22057","Manjunath S 22057","30","1","A1"
"21552","22058","Manjunath S 22058","40","1","A1"
"21553","22060","Ravi Kumar 22060","55","1","A1"
"21554","22061","Arjun Nayak 22061","21","1","A1"
"21555","22064","Ravi Kumar A149","30","1","A1"
"21556","22064","Vijay Patil 22065","49","1","A2"
"21557","22066","Arjun Nayak 22066","31","1","A1"
"21558","22067","Vijay Patil A128","32","1","A1"
"21559","22068","Arjun Nayak A17","52","1","A1"
"21560","22068","Vijay Patil 22069","52","1","A2"
"21561","22068","Naveen H 22070","52","1","A3"
"21562","22072","Vijay Patil 22072","56","1","A1"
"21563","22073","Ravi Kumar 22073","32","2","A1"
"21564","22081","Kiran R A133","33","1","A1"
"21565","22081","Suresh Babu 22082","33","1","A2"
"21566","22081","Prakash Gowda 22083","35","1","A3"
"21567","22083","Prakash Gowda A142","22","1","A1"
"21568","22083","Vijay Patil 22084","38","1","A2"
"21569","22083","Naveen H 22085","22","1","A3"
"21570","22085","Arjun Nayak A54","43","1","A1"
"21571","22085","Prakash Gowda 22086","37","1","A2"
"21572","22086","Vijay Patil A55","39","1","A1"
"21573","22086","Manjunath S 22087","29","1","A2"
"21574","22087","Vijay Patil A102","50","1","A1"
"21575","22087","Kiran R 22088","47","1","A2"
"21576","22089","Vijay Patil A168","44","1","A1"
"21577","22091","Prakash Gowda 22091","40","1","A1"
"21578","22092","Naveen H 22092","24","1","A1"
"21579","22095","Naveen H 22095","30","1","A1"
"21580","22096","Rizwan Khan A60","24","1","A1"
"21581","22097","Kiran R A32","22","1","A1"
"21582","22097","Manjunath S 22098","36","1","A2"
"21583","22097","Vijay Patil 22099","20","1","A3"
"21584","22098","Vijay Patil 22098","41","1","A1"
"21585","22100","Arjun Nayak 22100","28","1","A1"
"21586","22101","Suresh Babu A51","32","1","A1"
"21587","22101","Arjun Nayak 22102","40","1","A2"
"21588","22101","Kiran R 22103","51","1","A3"
"21589","22102","Manjunath S 22102","32","1","A1"
"21590","22103","Arjun Nayak 22103","53","1","A1"
"21591","22104","Manjunath S A16","49","1","A1"
"21592","22104","Prakash Gowda 22105","21","1","A2"
"21593","22104","Kiran R 22106","31","1","A3"
"21594","22107","Ravi Kumar 22107","56","1","A1"
"21595","22109","Naveen H 22109","56","1","A1"
"21596","22110","Suresh Babu A1","20","1","A1"
"21597","22111","Suresh Babu 22111","35","2","A1"
"21598","22112","Kiran R A72","19","1","A1"
"21599","22114","Suresh Babu 22114","52","1","A1"
"21600","22116","Suresh Babu 22116","48","1","A1"
"21601","22118","Ravi Kumar A81","56","1","A1"
"21602","22118","Naveen H 22119","55","1","A2"
"21603","22118","Arjun Nayak 22120","52","1","A3"
"21604","22120","Vijay Patil A123","29","1","A1"
"21605","22120","Prakash Gowda 22121","49","1","A2"
"21606","22122","Prakash Gowda 22122","53","1","A1"
"21607","22126","Ravi Kumar A156","48","1","A1"
"21608","22126","Prakash Gowda 22127","30","1","A2"
"21609","22126","Prakash Gowda 22128","29","1","A3"
"21610","22130","Prakash Gowda 22130","56","1","A1"
"21611","22132","Kiran R 22132","35","1","A1"
"21612","22133","Imran Pasha A79","35","1","A1"
"21613","22135","Naveen H 22135","52","1","A1"
"21614","22143","Prakash Gowda A167","40","1","A1"
"21615","22145","Vijay Patil 22145","29","1","A1"
"21616","22146","Arjun Nayak 22146","51","2","A1"
"21617","22147","Arjun Nayak A106","48","1","A1"
"21618","22149","Prakash Gowda A155","19","1","A1"
"21619","22151","Rizwan Khan 22151","43","1","A1"
"21620","22152","Rizwan Khan 22152","43","1","A1"
"21621","22154","Ravi Kumar 22154","31","1","A1"
"21622","22156","Ravi Kumar A19","37","1","A1"
"21623","22157","Vijay Patil 22157","35","1","A1"
"21624","22160","Imran Pasha 22160","43","1","A1"
"21625","22161","Vijay Patil 22161","51","1","A1"
"21626","22162","Naveen H 22162","29","1","A1"
"21627","22164","Manjunath S 22164","29","1","A1"
"21628","22166","Vijay Patil 22166","54","1","A1"
"21629","22167","Suresh Babu A118","39","1","A1"
"21630","22170","Kiran R A133","22","1","A1"
"21631","22170","Ravi Kumar 22171","54","1","A2"
"21632","22170","Imran Pasha 22172","44","2","A3"
"21633","22172","Kiran R A125","48","1","A1"
"21634","22172","Imran Pasha 22173","29","1","A2"
"21635","22172","Manjunath S 22174","52","1","A3"
"21636","22173","Ravi Kumar 22173","29","2","A1"
"21637","22174","Imran Pasha A93","19","1","A1"
"21638","22174","Manjunath S 22175","25","1","A2"
"21639","22174","Ravi Kumar 22176","29","2","A3"
"21640","22175","Manjunath S 22175","25","1","A1"
"21641","22176","Ravi Kumar 22176","39","1","A1"
"21642","22177","Prakash Gowda A31","28","1","A1"
"21643","22177","Suresh Babu 22178","55","1","A2"
"21644","22177","Ravi Kumar 22179","56","1","A3"
"21645","22178","Suresh Babu A10","29","1","A1"
"21646","22178","Suresh Babu 22179","46","1","A2"
"21647","22178","Arjun Nayak 22180","33","1","A3"
"21648","22179","Ravi Kumar 22179","36","1","A1"
"21649","22180","Ravi Kumar 22180","44","1","A1"
"21650","22181","Arjun Nayak 22181","51","1","A1"
"21651","22182","Prakash Gowda A170","23","1","A1"
"21652","22182","Imran Pasha 22183","46","1","A2"
"21653","22182","Suresh Babu 22184","32","1","A3"
"21654","22183","Imran Pasha A131","53","2","A1"
"21655","22185","Rizwan Khan 22185","42","1","A1"
"21656","22186","Prakash Gowda 22186","22","1","A1"
"21657","22189","Rizwan Khan 22189","45","1","A1"
"21658","22190","Vijay Patil 22190","23","2","A1"
"21659","22191","Imran Pasha A93","20","1","A1"
"21660","22191","Naveen H 22192","44","1","A2"
"21661","22192","Naveen H A98","42","1","A1"
"21662","22193","Prakash Gowda 22193","51","1","A1"
"21663","22194","Arjun Nayak A103","49","1","A1"
"21664","22194","Imran Pasha 22195","29","1","A2"
"21665","22194","Rizwan Khan 22196","29","1","A3"
"21666","22197","Imran Pasha 22197","29","1","A1"
"21667","22200","Imran Pasha 22200","34","1","A1"
"21668","22201","Ravi Kumar A156","20","1","A1"
"21669","22202","Prakash Gowda A138","48","1","A1"
"21670","22202","Kiran R 22203","29","1","A2"
"21671","22204","Arjun Nayak A115","41","1","A1"
"21672","22204","Arjun Nayak 22205","39","1","A2"
"21673","22206","Prakash Gowda 22206","30","1","A1"
"21674","22208","Arjun Nayak A49","26","1","A1"
"21675","22208","Rizwan Khan 22209","23","1","A2"
"21676","22209","Ravi Kumar A87","36","1","A1"
"21677","22209","Vijay Patil 22210","46","1","A2"
"21678","22210","Imran Pasha A30","28","1","A1"
"21679","22210","Kiran R 22211","50","1","A2"
"21680","22210","Naveen H 22212","20","1","A3"
"21681","22214","Naveen H A89","51","1","A1"
"21682","22216","Imran Pasha 22216","32","1","A1"
"21683","22217","Kiran R A8","25","1","A1"
"21684","22217","Naveen H 22218","41","1","A2"
"21685","22217","Prakash Gowda 22219","37","1","A3"
"21686","22219","Imran Pasha A69","29","1","A1"
"21687","22219","Naveen H 22220","20","1","A2"
"21688","22220","Imran Pasha A114","28","1","A1"
"21689","22220","Suresh Babu 22221","51","1","A2"
"21690","22222","Imran Pasha A114","44","1","A1"
"21691","22222","Ravi Kumar 22223","39","1","A2"
"21692","22222","Rizwan Khan 22224","25","1","A3"
"21693","22223","Suresh Babu 22223","37","1","A1"
"21694","22224","Suresh Babu A96","49","1","A1"
"21695","22226","Suresh Babu A180","24","1","A1"
"21696","22226","Rizwan Khan 22227","23","1","A2"
"21697","22226","Ravi Kumar 22228","22","2","A3"
"21698","22227","Suresh Babu A68","35","1","A1"
"21699","22227","Arjun Nayak 22228","24","1","A2"
"21700","22227","Vijay Patil 22229","42","2","A3"
"21701","22228","Prakash Gowda A36","54","1","A1"
"21702","22228","Arjun Nayak 22229","19","1","A2"
"21703","22229","Prakash Gowda A25","55","2","A1"
"21704","22231","Rizwan Khan A33","34","1","A1"
"21705","22233","Ravi Kumar 22233","54","1","A1"
"21706","22235","Naveen H 22235","53","1","A1"
"21707","22237","Vijay Patil A74","54","1","A1"
"21708","22237","Imran Pasha 22238","25","1","A2"
"21709","22238","Ravi Kumar A179","21","1","A1"
"21710","22238","Ravi Kumar 22239","53","2","A2"
"21711","22239","Vijay Patil 22239","43","2","A1"
"21712","22240","Imran Pasha A114","45","1","A1"
"21713","22240","Ravi Kumar 22241","45","1","A2"
"21714","22242","Rizwan Khan A56","20","1","A1"
"21715","22242","Rizwan Khan 22243","54","1","A2"
"21716","22242","Arjun Nayak 22244","29","1","A3"
"21717","22243","Kiran R A121","35","1","A1"
"21718","22243","Vijay Patil 22244","51","1","A2"
"21719","22243","Vijay Patil 22245","31","2","A3"
"21720","22245","Kiran R 22245","45","1","A1"
"21721","22246","Suresh Babu A62","24","1","A1"
"21722","22246","Imran Pasha 22247","51","1","A2"
"21723","22247","Ravi Kumar 22247","29","1","A1"
"21724","22248","Vijay Patil 22248","54","2","A1"
"21725","22249","Ravi Kumar 22249","56","1","A1"
"21726","22250","Vijay Patil A157","52","1","A1"
"21727","22250","Arjun Nayak 22251","35","1","A2"
"21728","22250","Imran Pasha 22252","31","1","A3"
"21729","22251","Rizwan Khan 22251","47","1","A1"
"21730","22252","Naveen H 22252","37","1","A1"
"21731","22254","Prakash Gowda A29","19","2","A1"
"21732","22254","Arjun Nayak 22255","34","1","A2"
"21733","22257","Imran Pasha 22257","21","1","A1"
"21734","22259","Suresh Babu 22259","49","1","A1"
"21735","22261","Naveen H A134","41","1","A1"
"21736","22261","Ravi Kumar 22262","25","1","A2"
"21737","22265","Manjunath S A13","45","1","A1"
"21738","22266","Naveen H 22266","21","1","A1"
"21739","22268","Arjun Nayak 22268","21","1","A1"
"21740","22269","Naveen H A175","29","1","A1"
"21741","22269","Kiran R 22270","21","1","A2"
"21742","22271","Prakash Gowda 22271","52","2","A1"
"21743","22272","Vijay Patil 22272","21","1","A1"
"21744","22273","Suresh Babu A92","47","1","A1"
"21745","22273","Kiran R 22274","21","2","A2"
"21746","22273","Imran Pasha 22275","32","1","A3"
"21747","22274","Imran Pasha A131","34","1","A1"
"21748","22275","Arjun Nayak A162","38","1","A1"
"21749","22275","Suresh Babu 22276","32","1","A2"
"21750","22275","Rizwan Khan 22277","30","1","A3"
"21751","22276","Suresh Babu 22276","48","1","A1"
"21752","22277","Rizwan Khan A108","50","1","A1"
"21753","22277","Ravi Kumar 22278","51","1","A2"
"21754","22277","Prakash Gowda 22279","56","1","A3"
"21755","22278","Ravi Kumar A39","40","1","A1"
"21756","22279","Prakash Gowda A150","56","1","A1"
"21757","22280","Manjunath S 22280","50","1","A1"
"21758","22282","Kiran R A133","41","2","A1"
"21759","22282","Prakash Gowda 22283","32","1","A2"
"21760","22284","Manjunath S 22284","56","1","A1"
"21761","22286","Suresh Babu A62","22","1","A1"
"21762","22286","Prakash Gowda 22287","48","1","A2"
"21763","22288","Vijay Patil 22288","49","1","A1"
"21764","22289","Vijay Patil A50","32","1","A1"
"21765","22289","Rizwan Khan 22290","50","1","A2"
"21766","22289","Rizwan Khan 22291","24","1","A3"
"21767","22293","Vijay Patil A41","45","1","A1"
"21768","22294","Suresh Babu 22294","51","1","A1"
"21769","22295","Imran Pasha 22295","46","2","A1"
"21770","22297","Kiran R 22297","55","1","A1"
"21771","22298","Naveen H 22298","19","1","A1"
"21772","22300","Manjunath S 22300","45","1","A1"
"21773","22301","Ravi Kumar 22301","53","1","A1"
"21774","22302","Vijay Patil A102","43","1","A1"
"21775","22304","Vijay Patil A113","26","1","A1"
"21776","22304","Rizwan Khan 22305","33","1","A2"
"21777","22306","Naveen H 22306","30","1","A1"
"21778","22307","Suresh Babu A68","33","1","A1"
"21779","22307","Arjun Nayak 22308","28","1","A2"
"21780","22308","Kiran R 22308","32","1","A1"
"21781","22309","Kiran R A72","20","1","A1"
"21782","22311","Vijay Patil 22311","42","1","A1"
"21783","22312","Vijay Patil 22312","32","1","A1"
"21784","22313","Prakash Gowda 22313","47","1","A1"
"21785","22314","Kiran R A125","51","1","A1"
"21786","22315","Kiran R 22315","24","1","A1"
"21787","22316","Ravi Kumar A149","20","1","A1"
"21788","22316","Vijay Patil 22317","52","1","A2"
"21789","22316","Kiran R 22318","24","1","A3"
"21790","22318","Rizwan Khan 22318","22","1","A1"
"21791","22319","Kiran R A38","23","1","A1"
"21792","22321","Naveen H 22321","56","1","A1"
"21793","22324","Imran Pasha A79","19","1","A1"
"21794","22326","Prakash Gowda 22326","43","1","A1"
"21795","22331","Arjun Nayak 22331","29","2","A1"
"21796","22332","Arjun Nayak 22332","32","1","A1"
"21797","22333","Naveen H A88","48","1","A1"
"21798","22333","Ravi Kumar 22334","39","1","A2"
"21799","22335","Manjunath S 22335","20","1","A1"
"21800","22337","Vijay Patil A128","46","2","A1"
"21801","22337","Suresh Babu 22338","32","1","A2"
"21802","22337","Suresh Babu 22339","23","1","A3"
"21803","22340","Ravi Kumar 22340","29","1","A1"
"21804","22341","Kiran R 22341","53","1","A1"
"21805","22343","Manjunath S 22343","46","2","A1"
"21806","22344","Imran Pasha A57","54","1","A1"
"21807","22344","Prakash Gowda 22345","26","1","A2"
"21808","22346","Vijay Patil 22346","53","1","A1"
"21809","22350","Imran Pasha 22350","33","1","A1"
"21810","22351","Rizwan Khan 22351","23","1","A1"
"21811","22352","Imran Pasha 22352","32","1","A1"
"21812","22353","Suresh Babu 22353","28","1","A1"
"21813","22355","Suresh Babu 22355","22","1","A1"
"21814","22356","Arjun Nayak A24","39","2","A1"
"21815","22357","Vijay Patil 22357","19","1","A1"
"21816","22358","Manjunath S A127","23","2","A1"
"21817","22358","Ravi Kumar 22359","46","1","A2"
"21818","22362","Rizwan Khan A48","38","1","A1"
"21819","22362","Ravi Kumar 22363","50","1","A2"
"21820","22363","Rizwan Khan 22363","45","1","A1"
"21821","22365","Rizwan Khan 22365","44","1","A1"
"21822","22366","Vijay Patil A145","28","1","A1"
"21823","22366","Rizwan Khan 22367","22","1","A2"
"21824","22366","Manjunath S 22368","38","1","A3"
"21825","22367","Arjun Nayak A162","27","1","A1"
"21826","22367","Vijay Patil 22368","36","2","A2"
"21827","22368","Rizwan Khan A119","44","2","A1"
"21828","22368","Vijay Patil 22369","30","1","A2"
"21829","22370","Prakash Gowda A170","41","1","A1"
"21830","22370","Manjunath S 22371","45","1","A2"
"21831","22371","Kiran R 22371","42","1","A1"
"21832","22372","Vijay Patil 22372","20","1","A1"
"21833","22374","Vijay Patil A20","44","2","A1"
"21834","22374","Vijay Patil 22375","49","1","A2"
"21835","22376","Suresh Babu A10","48","1","A1"
"21836","22376","Naveen H 22377","51","1","A2"
"21837","22376","Suresh Babu 22378","35","2","A3"
"21838","22377","Suresh Babu 22377","56","1","A1"
"21839","22380","Ravi Kumar 22380","31","1","A1"
"21840","22383","Rizwan Khan 22383","35","1","A1"
"21841","22385","Ravi Kumar A19","56","1","A1"
"21842","22385","Arjun Nayak 22386","22","1","A2"
"21843","22386","Imran Pasha A2","31","1","A1"
"21844","22386","Naveen H 22387","48","1","A2"
"21845","22386","Ravi Kumar 22388","25","1","A3"
"21846","22387","Rizwan Khan 22387","23","1","A1"
"21847","22388","Imran Pasha 22388","36","1","A1"
"21848","22390","Prakash Gowda 22390","42","1","A1"
"21849","22391","Imran Pasha A69","55","1","A1"
"21850","22393","Manjunath S 22393","22","1","A1"
"21851","22397","Ravi Kumar 22397","21","1","A1"
"21852","22399","Manjunath S 22399","23","1","A1"
"21853","22400","Arjun Nayak 22400","49","1","A1"
"21854","22401","Rizwan Khan A47","53","1","A1"
"21855","22401","Imran Pasha 22402","29","1","A2"
"21856","22402","Imran Pasha A144","54","1","A1"
"21857","22403","Imran Pasha A95","51","1","A1"
"21858","22403","Kiran R 22404","31","1","A2"
"21859","22404","Naveen H A98","37","1","A1"
"21860","22404","Imran Pasha 22405","45","1","A2"
"21861","22405","Kiran R 22405","51","2","A1"
"21862","22406","Naveen H 22406","36","1","A1"
"21863","22408","Naveen H 22408","37","1","A1"
"21864","22410","Suresh Babu 22410","36","1","A1"
"21865","22412","Rizwan Khan 22412","29","1","A1"
"21866","22413","Naveen H 22413","40","1","A1"
"21867","22415","Arjun Nayak A85","44","1","A1"
"21868","22415","Kiran R 22416","45","1","A2"
"21869","22417","Kiran R 22417","52","1","A1"
"21870","22418","Imran Pasha 22418","38","1","A1"
"21871","22419","Imran Pasha A166","27","1","A1"
"21872","22420","Suresh Babu A111","32","2","A1"
"21873","22420","Vijay Patil 22421","48","1","A2"
"21874","22420","Vijay Patil 22422","30","1","A3"
"21875","22422","Suresh Babu 22422","27","1","A1"
"21876","22424","Manjunath S 22424","52","1","A1"
"21877","22425","Arjun Nayak 22425","52","1","A1"
"21878","22427","Imran Pasha A83","40","1","A1"
"21879","22427","Naveen H 22428","31","2","A2"
"21880","22427","Arjun Nayak 22429","40","1","A3"
"21881","22428","Vijay Patil 22428","44","1","A1"
"21882","22430","Naveen H A64","30","1","A1"
"21883","22434","Kiran R A72","42","1","A1"
"21884","22435","Vijay Patil A43","19","1","A1"
"21885","22436","Suresh Babu 22436","42","1","A1"
"21886","22437","Prakash Gowda 22437","46","1","A1"
"21887","22438","Manjunath S 22438","29","2","A1"
"21888","22441","Naveen H 22441","33","1","A1"
"21889","22442","Suresh Babu 22442","44","1","A1"
"21890","22444","Kiran R 22444","41","1","A1"
"21891","22445","Kiran R A132","44","1","A1"
"21892","22446","Kiran R 22446","46","1","A1"
"21893","22447","Naveen H A89","48","2","A1"
"21894","22447","Vijay Patil 22448","49","1","A2"
"21895","22447","Arjun Nayak 22449","35","1","A3"
"21896","22448","Suresh Babu 22448","40","2","A1"
"21897","22449","Suresh Babu 22449","43","2","A1"
"21898","22453","Naveen H A98","37","1","A1"
"21899","22453","Suresh Babu 22454","48","1","A2"
"21900","22453","Suresh Babu 22455","49","1","A3"
"21901","22454","Manjunath S A151","36","1","A1"
"21902","22454","Arjun Nayak 22455","50","1","A2"
"21903","22455","Rizwan Khan A101","27","1","A1"
"21904","22455","Imran Pasha 22456","48","1","A2"
"21905","22455","Arjun Nayak 22457","21","1","A3"
"21906","22457","Prakash Gowda A31","27","1","A1"
"21907","22457","Ravi Kumar 22458","50","1","A2"
"21908","22457","Ravi Kumar 22459","44","1","A3"
"21909","22458","Naveen H A163","46","2","A1"
"21910","22458","Prakash Gowda 22459","30","1","A2"
"21911","22458","Imran Pasha 22460","30","1","A3"
"21912","22459","Rizwan Khan 22459","26","1","A1"
"21913","22460","Vijay Patil A165","29","1","A1"
"21914","22460","Rizwan Khan 22461","25","1","A2"
"21915","22461","Vijay Patil A77","38","1","A1"
"21916","22462","Rizwan Khan 22462","48","2","A1"
"21917","22464","Rizwan Khan A119","53","2","A1"
"21918","22464","Ravi Kumar 22465","22","1","A2"
"21919","22464","Vijay Patil 22466","22","1","A3"
"21920","22465","Imran Pasha 22465","56","1","A1"
"21921","22466","Vijay Patil A41","23","1","A1"
"21922","22467","Vijay Patil 22467","31","1","A1"
"21923","22469","Suresh Babu 22469","47","1","A1"
"21924","22471","Manjunath S 22471","51","2","A1"
"21925","22472","Imran Pasha A59","22","1","A1"
"21926","22472","Kiran R 22473","19","2","A2"
"21927","22474","Naveen H 22474","47","1","A1"
"21928","22476","Kiran R A174","24","1","A1"
"21929","22476","Kiran R 22477","23","1","A2"
"21930","22476","Prakash Gowda 22478","45","1","A3"
"21931","22478","Imran Pasha 22478","38","1","A1"
"21932","22479","Rizwan Khan A137","32","1","A1"
"21933","22481","Prakash Gowda A116","43","1","A1"
"21934","22481","Ravi Kumar 22482","21","1","A2"
"21935","22482","Ravi Kumar A76","29","1","A1"
"21936","22482","Suresh Babu 22483","53","1","A2"
"21937","22483","Kiran R 22483","35","1","A1"
"21938","22485","Prakash Gowda 22485","22","1","A1"
"21939","22486","Naveen H 22486","54","1","A1"
"21940","22487","Suresh Babu A27","30","1","A1"
"21941","22491","Prakash Gowda A126","52","1","A1"
"21942","22492","Vijay Patil 22492","43","1","A1"
"21943","22493","Prakash Gowda A67","54","1","A1"
"21944","22493","Ravi Kumar 22494","51","1","A2"
"21945","22494","Imran Pasha 22494","52","1","A1"
"21946","22496","Prakash Gowda 22496","39","1","A1"
"21947","22500","Kiran R A125","25","1","A1"
"21948","22500","Kiran R 22501","28","1","A2"
"21949","22500","Suresh Babu 22502","27","1","A3"
"21950","22502","Ravi Kumar A81","24","1","A1"
"21951","22503","Arjun Nayak A46","33","1","A1"
"21952","22503","Manjunath S 22504","56","1","A2"
"21953","22503","Arjun Nayak 22505","40","1","A3"
"21954","22504","Ravi Kumar A156","44","1","A1"
"21955","22505","Kiran R 22505","52","1","A1"
"21956","22506","Kiran R 22506","28","1","A1"
"21957","22507","Vijay Patil A34","54","1","A1"
"21958","22507","Kiran R 22508","26","1","A2"
"21959","22508","Suresh Babu A96","26","1","A1"
"21960","22509","Vijay Patil 22509","20","1","A1"
"21961","22510","Ravi Kumar 22510","38","1","A1"
"21962","22511","Rizwan Khan A137","55","1","A1"
"21963","22511","Naveen H 22512","30","1","A2"
"21964","22512","Prakash Gowda A155","33","1","A1"
"21965","22512","Kiran R 22513","51","2","A2"
"21966","22512","Manjunath S 22514","50","1","A3"
"21967","22513","Naveen H A175","19","1","A1"
"21968","22513","Imran Pasha 22514","43","1","A2"
"21969","22513","Suresh Babu 22515","45","1","A3"
"21970","22514","Ravi Kumar 22514","40","1","A1"
"21971","22517","Arjun Nayak 22517","20","1","A1"
"21972","22519","Kiran R 22519","41","1","A1"
"21973","22520","Suresh Babu 22520","44","1","A1"
"21974","22522","Kiran R 22522","45","1","A1"
"21975","22524","Ravi Kumar 22524","31","2","A1"
"21976","22528","Ravi Kumar 22528","43","1","A1"
"21977","22529","Vijay Patil 22529","33","1","A1"
"21978","22531","Suresh Babu A111","25","1","A1"
"21979","22531","Naveen H 22532","30","1","A2"
"21980","22533","Prakash Gowda 22533","30","1","A1"
"21981","22534","Suresh Babu A62","55","1","A1"
"21982","22535","Prakash Gowda A150","50","1","A1"
"21983","22535","Imran Pasha 22536","39","1","A2"
"21984","22535","Imran Pasha 22537","40","1","A3"
"21985","22536","Imran Pasha 22536","29","1","A1"
"21986","22537","Arjun Nayak A45","32","1","A1"
"21987","22537","Rizwan Khan 22538","22","2","A2"
"21988","22537","Arjun Nayak 22539","19","1","A3"
"21989","22538","Ravi Kumar 22538","27","1","A1"
"21990","22540","Manjunath S 22540","39","1","A1"
"21991","22541","Imran Pasha A164","55","1","A1"
"21992","22541","Rizwan Khan 22542","53","2","A2"
"21993","22541","Vijay Patil 22543","30","1","A3"
"21994","22543","Prakash Gowda 22543","26","1","A1"
"21995","22544","Arjun Nayak 22544","25","1","A1"
"21996","22546","Prakash Gowda A155","22","1","A1"
"21997","22546","Kiran R 22547","21","1","A2"
"21998","22546","Manjunath S 22548","45","1","A3"
"21999","22547","Manjunath S 22547","46","1","A1"
"22000","22548","Rizwan Khan A60","35","2","A1"
"22001","22549","Ravi Kumar 22549","56","1","A1"
"22002","22553","Imran Pasha 22553","32","1","A1"
"22003","22555","Vijay Patil A50","43","1","A1"
"22004","22555","Prakash Gowda 22556","36","1","A2"
"22005","22558","Imran Pasha A2","48","1","A1"
"22006","22558","Arjun Nayak 22559","37","1","A2"
"22007","22558","Arjun Nayak 22560","28","1","A3"
"22008","22559","Arjun Nayak A152","22","1","A1"
"22009","22559","Ravi Kumar 22560","42","1","A2"
"22010","22561","Suresh Babu A158","40","1","A1"
"22011","22561","Prakash Gowda 22562","46","1","A2"
"22012","22561","Arjun Nayak 22563","35","1","A3"
"22013","22563","Suresh Babu A10","54","1","A1"
"22014","22563","Manjunath S 22564","50","1","A2"
"22015","22563","Prakash Gowda 22565","35","1","A3"
"22016","22564","Imran Pasha A131","31","1","A1"
"22017","22564","Prakash Gowda 22565","54","1","A2"
"22018","22564","Naveen H 22566","20","1","A3"
"22019","22568","Manjunath S 22568","33","1","A1"
"22020","22571","Manjunath S A139","43","2","A1"
"22021","22572","Imran Pasha A171","51","1","A1"
"22022","22572","Kiran R 22573","34","1","A2"
"22023","22573","Arjun Nayak 22573","22","1","A1"
"22024","22574","Rizwan Khan A78","43","1","A1"
"22025","22575","Ravi Kumar A156","34","1","A1"
"22026","22578","Vijay Patil A128","41","1","A1"
"22027","22578","Suresh Babu 22579","25","1","A2"
"22028","22579","Suresh Babu 22579","33","1","A1"
"22029","22580","Arjun Nayak A162","26","1","A1"
"22030","22580","Rizwan Khan 22581","31","1","A2"
"22031","22581","Vijay Patil A41","47","1","A1"
"22032","22581","Vijay Patil 22582","26","1","A2"
"22033","22581","Ravi Kumar 22583","19","1","A3"
"22034","22582","Manjunath S 22582","49","1","A1"
"22035","22583","Arjun Nayak A152","36","1","A1"
"22036","22583","Kiran R 22584","26","1","A2"
"22037","22583","Manjunath S 22585","36","1","A3"
"22038","22584","Rizwan Khan A135","23","1","A1"
"22039","22584","Prakash Gowda 22585","48","1","A2"
"22040","22587","Ravi Kumar 22587","39","1","A1"
"22041","22590","Prakash Gowda A161","42","1","A1"
"22042","22590","Prakash Gowda 22591","32","1","A2"
"22043","22590","Naveen H 22592","40","1","A3"
"22044","22591","Suresh Babu A27","31","1","A1"
"22045","22591","Imran Pasha 22592","28","1","A2"
"22046","22593","Arjun Nayak 22593","37","1","A1"
"22047","22594","Prakash Gowda 22594","20","1","A1"
"22048","22595","Manjunath S 22595","35","1","A1"
"22049","22596","Kiran R A21","32","1","A1"
"22050","22596","Prakash Gowda 22597","45","1","A2"
"22051","22597","Naveen H 22597","48","1","A1"
"22052","22599","Rizwan Khan 22599","32","2","A1"
"22053","22606","Prakash Gowda A7","52","1","A1"
"22054","22606","Naveen H 22607","32","1","A2"
"22055","22606","Vijay Patil 22608","22","1","A3"
"22056","22610","Manjunath S A11","44","1","A1"
"22057","22610","Rizwan Khan 22611","33","1","A2"
"22058","22612","Manjunath S 22612","33","1","A1"
"22059","22613","Vijay Patil 22613","22","1","A1"
"22060","22614","Arjun Nayak 22614","26","1","A1"
"22061","22615","Ravi Kumar A28","46","1","A1"
"22062","22615","Manjunath S 22616","50","1","A2"
"22063","22615","Suresh Babu 22617","52","1","A3"
"22064","22616","Prakash Gowda 22616","20","1","A1"
"22065","22618","Vijay Patil A123","55","1","A1"
"22066","22618","Arjun Nayak 22619","54","1","A2"
"22067","22621","Rizwan Khan 22621","43","1","A1"
"22068","22622","Vijay Patil A77","30","1","A1"
"22069","22622","Naveen H 22623","54","1","A2"
"22070","22624","Naveen H 22624","23","1","A1"
"22071","22626","Suresh Babu A104","38","1","A1"
"22072","22626","Rizwan Khan 22627","25","1","A2"
"22073","22626","Imran Pasha 22628","46","1","A3"
"22074","22628","Prakash Gowda 22628","55","1","A1"
"22075","22630","Naveen H 22630","43","1","A1"
"22076","22634","Naveen H A73","30","1","A1"
"22077","22634","Rizwan Khan 22635","22","1","A2"
"22078","22637","Imran Pasha 22637","23","1","A1"
"22079","22638","Arjun Nayak 22638","45","1","A1"
"22080","22639","Naveen H A89","48","1","A1"
"22081","22640","Naveen H 22640","34","1","A1"
"22082","22642","Prakash Gowda A155","37","1","A1"
"22083","22642","Prakash Gowda 22643","21","1","A2"
"22084","22642","Arjun Nayak 22644","53","1","A3"
"22085","22643","Rizwan Khan 22643","56","1","A1"
"22086","22644","Arjun Nayak 22644","40","1","A1"
"22087","22645","Rizwan Khan A48","50","2","A1"
"22088","22646","Suresh Babu 22646","51","1","A1"
"22089","22647","Arjun Nayak 22647","21","1","A1"
"22090","22652","Naveen H A64","32","1","A1"
"22091","22652","Naveen H 22653","27","1","A2"
"22092","22652","Manjunath S 22654","55","1","A3"
"22093","22654","Suresh Babu A180","20","1","A1"
"22094","22657","Ravi Kumar A81","51","1","A1"
